calificacion_id,usuario_id,contenido_id,fecha_calificacion,puntuacion_1_5,recomendaria,categoria_comentario
K01930,U00247,C0095,2025-06-20 23:44:40,5,Sí,Historia
K01931,U00240,C0348,2025-12-31 23:59:59,5,Sí,Contenido
K01932,U00240,C0181,2025-09-12 20:03:25,5,Sí,Historia
K01933,U00240,C0108,2025-03-16 02:33:17,3,No,Historia
K01934,U00240,C0219,2025-12-07 23:45:23,4,Sí,Calidad técnica
K01935,U00780,C0090,2025-02-13 08:31:06,5,Sí,Experiencia general
K01936,U00419,C0094,2025-11-25 11:16:54,4,Sí,Actuación
K01937,U00419,C0040,2025-06-22 04:39:06,3,No,Experiencia general
K01938,U00419,C0001,2025-09-26 07:17:42,4,Sí,Experiencia general
K01939,U00419,C0032,2025-09-06 21:08:21,4,Sí,Historia
K01940,U00440,C0379,2025-04-05 13:37:25,4,Sí,Actuación
K01941,U00440,C0028,2025-01-30 18:36:15,3,No,Contenido
K01942,U00744,C0180,2025-06-06 19:02:08,3,No,Contenido
K01943,U00744,C0309,2025-11-24 21:17:47,4,Sí,Actuación
K01944,U01497,C0415,2025-11-23 21:03:45,3,No,Actuación
K01945,U01415,C0322,2025-11-01 18:52:22,3,No,Historia
K01946,U01415,C0305,2025-07-11 17:39:22,4,Sí,Historia
K01947,U01415,C0162,2025-01-20 14:32:06,4,Sí,Actuación
K01948,U01415,C0032,2025-07-18 21:17:21,4,Sí,Contenido
K01949,U01415,C0267,2025-02-14 14:45:35,4,Sí,Historia
K01950,U00123,C0062,2025-02-07 21:40:29,4,Sí,Historia
K01951,U00123,C0107,2025-04-30 19:48:00,4,Sí,Contenido
K01952,U00123,C0242,2025-02-01 08:22:33,5,Sí,Historia
K01953,U00123,C0259,2025-04-19 16:51:37,5,Sí,Contenido
K01954,U00527,C0211,2025-08-18 16:53:47,4,Sí,Historia
K01955,U00527,C0119,2025-04-10 22:24:38,4,Sí,Contenido
K01956,U01017,C0328,2025-05-27 20:56:46,4,Sí,Calidad técnica
K01957,U01017,C0065,2025-02-13 11:29:59,4,Sí,Historia
K01958,U01259,C0357,2025-01-09 09:24:11,3,No,Contenido
K01959,U01259,C0164,2025-03-24 00:12:41,4,Sí,Historia
K01960,U00945,C0392,2025-08-20 10:44:20,4,Sí,Actuación
K01961,U00945,C0243,2025-11-10 08:23:05,4,Sí,Contenido
K01962,U00945,C0110,2025-09-26 09:33:22,5,Sí,Historia
K01963,U00945,C0021,2025-08-20 20:30:33,5,Sí,Contenido
K01964,U01025,C0311,2025-07-01 15:26:57,4,Sí,Actuación
K01965,U01025,C0160,2025-11-12 16:28:52,4,Sí,Actuación
K01966,U01025,C0351,2025-10-15 19:51:22,4,Sí,Experiencia general
K01967,U00978,C0335,2025-07-18 06:54:30,4,Sí,Historia
K01968,U00978,C0238,2025-04-23 09:01:16,4,Sí,Contenido
K01969,U00942,C0265,2025-09-21 19:41:11,3,No,Contenido
K01970,U00942,C0411,2025-12-16 10:03:06,4,Sí,Calidad técnica
K01971,U00942,C0130,2025-04-09 16:32:09,4,Sí,Historia
K01972,U01236,C0276,2025-10-10 21:48:30,3,No,Historia
K01973,U01236,C0244,2025-06-15 18:29:24,5,Sí,Calidad técnica
K01974,U01236,C0192,2025-07-26 22:56:24,4,Sí,Contenido
K01975,U01236,C0375,2025-12-25 18:56:45,4,Sí,Contenido
K01976,U01236,C0005,2025-04-30 13:40:27,4,Sí,Historia
K01977,U01387,C0006,2025-08-12 18:56:24,3,No,Experiencia general
K01978,U01387,C0189,2025-11-10 23:04:35,4,Sí,Contenido
K01979,U00624,C0286,2025-04-18 09:00:50,4,Sí,Contenido
K01980,U00624,C0205,2025-03-30 20:05:00,3,No,Actuación
K01981,U01295,C0404,2025-03-08 02:31:21,3,No,Actuación
K01982,U01295,C0413,2025-04-06 18:43:31,4,Sí,Experiencia general
K01983,U01089,C0096,2025-02-10 22:33:11,3,No,Historia
K01984,U01089,C0359,2025-12-27 10:23:38,4,Sí,Contenido
K01985,U01089,C0230,2025-08-20 20:35:59,3,No,Actuación
K01986,U01122,C0083,2025-06-09 18:03:14,4,Sí,Historia
K01987,U01122,C0393,2025-08-23 08:57:54,4,Sí,Contenido
K01988,U01335,C0051,2025-01-25 14:16:33,4,Sí,Experiencia general
K01989,U01335,C0338,2025-07-23 22:53:49,4,Sí,Historia
K01990,U01335,C0141,2025-03-25 09:03:09,4,Sí,Contenido
K01991,U01335,C0123,2025-04-18 08:04:30,4,Sí,Actuación
K01992,U01020,C0333,2025-06-11 20:22:16,4,Sí,Contenido
K01993,U01020,C0414,2025-06-12 19:13:15,4,Sí,Contenido
K01994,U01020,C0301,2025-08-30 12:52:42,4,Sí,Historia
K01995,U00310,C0292,2025-01-26 20:01:59,5,Sí,Experiencia general
K01996,U00291,C0151,2025-08-05 17:58:40,3,No,Calidad técnica
K01997,U00291,C0011,2025-12-31 23:59:59,3,No,Historia
K01998,U00291,C0338,2025-12-03 22:10:00,4,Sí,Historia
K01999,U00158,C0296,2025-05-16 20:38:39,4,Sí,Experiencia general
K02000,U00158,C0015,2025-02-07 08:28:23,4,Sí,Actuación
K02001,U01437,C0030,2025-07-10 21:33:24,4,Sí,Calidad técnica
K02002,U01437,C0110,2025-07-05 20:37:26,4,Sí,Experiencia general
K02003,U01437,C0306,2025-05-08 17:42:59,4,Sí,Historia
K02004,U01437,C0036,2025-05-26 10:31:17,4,Sí,Contenido
K02005,U00895,C0197,2025-06-03 20:24:31,4,Sí,Historia
K02006,U00697,C0011,2025-11-03 21:52:13,4,Sí,Historia
K02007,U00691,C0203,2025-12-26 19:16:26,4,Sí,Contenido
K02008,U00691,C0029,2025-12-28 20:37:29,4,Sí,Calidad técnica
K02009,U00433,C0369,2025-05-30 00:41:13,4,Sí,Experiencia general
K02010,U01346,C0308,2025-03-08 16:50:44,4,Sí,Contenido
K02011,U01346,C0032,2025-11-25 11:22:02,3,No,Historia
K02012,U01346,C0255,2025-08-13 11:28:59,5,Sí,Contenido
K02013,U01088,C0371,2025-10-27 16:53:20,4,Sí,Historia
K02014,U01088,C0319,2025-11-08 19:52:55,3,No,Experiencia general
K02015,U01088,C0167,2025-11-08 04:37:46,4,Sí,Actuación
K02016,U01088,C0184,2025-11-11 20:48:03,4,Sí,Actuación
K02017,U01088,C0250,2025-12-22 20:13:19,4,Sí,Experiencia general
K02018,U00018,C0261,2025-04-11 21:16:02,5,Sí,Actuación
K02019,U00018,C0262,2025-05-02 16:40:06,4,Sí,Historia
K02020,U01188,C0060,2025-07-15 19:21:24,4,Sí,Contenido
K02021,U01188,C0369,2025-12-06 20:39:32,3,No,Experiencia general
K02022,U00358,C0231,2025-02-24 06:38:43,4,Sí,Experiencia general
K02023,U00358,C0243,2025-01-14 10:34:58,4,Sí,Experiencia general
K02024,U00457,C0144,2025-08-21 22:01:36,3,No,Calidad técnica
K02025,U00457,C0049,2025-09-25 18:33:28,4,Sí,Calidad técnica
K02026,U00457,C0183,2025-09-16 23:45:42,4,Sí,Calidad técnica
K02027,U00770,C0311,2025-07-09 21:08:38,4,Sí,Contenido
K02028,U01060,C0097,2025-08-10 16:02:25,4,Sí,Historia
K02029,U01060,C0009,2025-08-18 16:20:11,4,Sí,Contenido
K02030,U01060,C0294,2025-08-04 22:47:28,4,Sí,Actuación
K02031,U00260,C0237,2025-08-19 23:22:02,5,Sí,Experiencia general
K02032,U00260,C0243,2025-12-22 09:02:58,3,No,Contenido
K02033,U00260,C0337,2025-03-29 18:34:21,3,No,Experiencia general
K02034,U01033,C0370,2025-08-19 15:12:24,4,Sí,Actuación
K02035,U01033,C0339,2025-08-26 22:58:35,4,Sí,Historia
K02036,U00601,C0253,2025-06-02 20:36:17,4,Sí,Actuación
K02037,U00601,C0208,2025-07-09 11:45:42,4,Sí,Actuación
K02038,U00601,C0327,2025-07-07 20:27:21,5,Sí,Actuación
K02039,U00354,C0287,2025-03-21 14:09:31,4,Sí,Historia
K02040,U00354,C0416,2025-10-26 19:30:36,3,No,Historia
K02041,U00354,C0002,2025-09-09 20:26:46,4,Sí,Contenido
K02042,U00354,C0369,2025-06-24 20:31:21,4,Sí,Contenido
K02043,U00354,C0155,2025-11-22 12:44:55,3,No,Contenido
K02044,U01382,C0118,2025-11-17 20:27:41,4,Sí,Calidad técnica
K02045,U01382,C0329,2025-12-31 23:59:59,3,No,Contenido
K02046,U01382,C0380,2025-04-06 15:43:43,4,Sí,Contenido
K02047,U01382,C0238,2025-01-18 12:26:03,4,Sí,Historia
K02048,U01354,C0327,2025-07-23 15:30:14,5,Sí,Historia
K02049,U01354,C0281,2025-05-26 22:52:12,4,Sí,Contenido
K02050,U01354,C0290,2025-12-08 11:02:58,4,Sí,Experiencia general
K02051,U01354,C0051,2025-06-09 20:48:48,5,Sí,Actuación
K02052,U01493,C0168,2025-01-07 22:10:44,4,Sí,Historia
K02053,U00766,C0025,2025-10-25 11:38:28,4,Sí,Contenido
K02054,U00766,C0134,2025-11-12 21:00:48,4,Sí,Calidad técnica
K02055,U00766,C0304,2025-11-21 21:23:36,3,No,Historia
K02056,U00766,C0038,2025-10-28 04:46:25,4,Sí,Contenido
K02057,U00766,C0082,2025-10-24 19:54:49,3,No,Actuación
K02058,U00397,C0348,2025-07-05 08:11:14,4,Sí,Calidad técnica
K02059,U01141,C0093,2025-04-18 20:28:08,4,Sí,Actuación
K02060,U01141,C0193,2025-04-05 11:08:04,4,Sí,Contenido
K02061,U01141,C0303,2025-04-17 15:40:19,5,Sí,Actuación
K02062,U01141,C0293,2025-12-15 21:36:18,4,Sí,Calidad técnica
K02063,U00567,C0054,2025-03-13 18:34:10,4,Sí,Contenido
K02064,U00567,C0287,2025-05-05 16:45:38,3,No,Historia
K02065,U01421,C0307,2025-10-19 06:30:41,4,Sí,Contenido
K02066,U01421,C0271,2025-02-07 18:05:38,4,Sí,Historia
K02067,U01421,C0050,2025-06-27 17:56:16,4,Sí,Historia
K02068,U00724,C0413,2025-05-01 13:41:58,4,Sí,Actuación
K02069,U00724,C0360,2025-06-22 18:48:52,5,Sí,Contenido
K02070,U00610,C0327,2025-01-18 18:41:01,4,Sí,Calidad técnica
K02071,U00049,C0003,2025-03-16 09:14:24,4,Sí,Contenido
K02072,U00510,C0284,2025-07-26 18:11:26,4,Sí,Historia
K02073,U00510,C0044,2025-05-20 21:58:33,5,Sí,Actuación
K02074,U00189,C0223,2025-10-25 20:41:35,4,Sí,Actuación
K02075,U00346,C0086,2025-05-03 18:52:49,4,Sí,Contenido
K02076,U01313,C0330,2025-12-16 13:22:54,4,Sí,Experiencia general
K02077,U01313,C0132,2025-03-02 19:38:05,4,Sí,Contenido
K02078,U01313,C0105,2025-01-09 21:58:00,4,Sí,Calidad técnica
K02079,U00130,C0374,2025-07-18 22:39:54,4,Sí,Contenido
K02080,U01314,C0281,2025-01-10 17:33:45,4,Sí,Experiencia general
K02081,U01314,C0118,2025-01-07 06:33:49,4,Sí,Contenido
K02082,U00298,C0227,2025-07-25 19:17:24,4,Sí,Historia
K02083,U00298,C0295,2025-06-06 11:46:47,3,No,Experiencia general
K02084,U00998,C0019,2025-11-03 19:50:20,3,No,Experiencia general
K02085,U00998,C0353,2025-12-31 23:59:59,5,Sí,Historia
K02086,U00998,C0326,2025-10-16 09:21:19,4,Sí,Experiencia general
K02087,U00998,C0334,2025-04-14 23:25:28,4,Sí,Experiencia general
K02088,U00043,C0053,2025-10-08 21:16:53,4,Sí,Experiencia general
K02089,U00118,C0075,2025-08-03 10:51:19,4,Sí,Contenido
K02090,U00590,C0132,2025-12-18 21:22:06,4,Sí,Historia
K02091,U00590,C0372,2025-11-03 15:37:31,4,Sí,Contenido
K02092,U00590,C0334,2025-10-05 16:51:20,3,No,Contenido
K02093,U00190,C0127,2025-08-14 13:48:31,4,Sí,Actuación
K02094,U00190,C0123,2025-08-11 09:18:44,5,Sí,Actuación
K02095,U00711,C0409,2025-12-10 13:39:43,4,Sí,Experiencia general
K02096,U00711,C0156,2025-06-23 16:49:29,3,No,Contenido
K02097,U00711,C0387,2025-06-27 18:20:57,5,Sí,Calidad técnica
K02098,U00711,C0130,2025-10-13 14:41:31,4,Sí,Contenido
K02099,U00711,C0205,2025-12-09 18:21:13,4,Sí,Actuación
K02100,U01155,C0147,2025-04-18 16:15:33,4,Sí,Experiencia general
K02101,U01155,C0167,2025-04-14 21:58:43,4,Sí,Actuación
K02102,U01155,C0208,2025-09-14 21:45:00,4,Sí,Contenido
K02103,U01155,C0241,2025-10-18 20:26:23,3,No,Actuación
K02104,U00910,C0072,2025-09-14 21:59:45,4,Sí,Contenido
K02105,U00990,C0402,2025-11-21 21:01:49,4,Sí,Contenido
K02106,U01250,C0304,2025-02-09 21:10:29,4,Sí,Historia
K02107,U01250,C0151,2025-08-06 07:33:31,4,Sí,Historia
K02108,U01250,C0188,2025-01-15 18:44:44,4,Sí,Calidad técnica
K02109,U01250,C0212,2025-02-27 22:09:04,4,Sí,Experiencia general
K02110,U00437,C0343,2025-03-04 22:04:04,4,Sí,Contenido
K02111,U00437,C0111,2025-05-20 12:09:36,4,Sí,Contenido
K02112,U00437,C0374,2025-05-06 14:51:37,5,Sí,Historia
K02113,U00215,C0357,2025-08-24 21:42:22,4,Sí,Calidad técnica
K02114,U00639,C0329,2025-11-25 17:27:58,4,Sí,Experiencia general
K02115,U00639,C0184,2025-05-21 21:44:18,5,Sí,Historia
K02116,U00731,C0337,2025-04-15 11:48:54,3,No,Contenido
K02117,U00731,C0412,2025-05-13 14:38:30,4,Sí,Contenido
K02118,U00731,C0161,2025-12-19 20:20:30,4,Sí,Actuación
K02119,U00731,C0074,2025-08-06 23:32:41,4,Sí,Experiencia general
K02120,U00135,C0186,2025-09-17 17:14:37,4,Sí,Contenido
K02121,U00137,C0305,2025-10-12 03:20:00,4,Sí,Actuación
K02122,U00137,C0098,2025-09-04 20:12:22,4,Sí,Actuación
K02123,U00137,C0028,2025-09-21 18:31:39,4,Sí,Contenido
K02124,U00821,C0366,2025-01-30 17:47:02,4,Sí,Historia
K02125,U01411,C0381,2025-12-31 23:59:59,4,Sí,Actuación
K02126,U01411,C0202,2025-03-19 23:03:31,4,Sí,Experiencia general
K02127,U01411,C0388,2025-01-13 16:10:31,4,Sí,Experiencia general
K02128,U00773,C0008,2025-01-12 20:41:46,4,Sí,Experiencia general
K02129,U00773,C0405,2025-01-15 14:49:45,4,Sí,Contenido
K02130,U00888,C0361,2025-10-07 20:24:33,4,Sí,Historia
K02131,U01416,C0219,2025-10-01 22:41:44,3,No,Experiencia general
K02132,U01239,C0388,2025-09-15 18:48:06,4,Sí,Historia
K02133,U01239,C0052,2025-07-28 21:38:21,4,Sí,Calidad técnica
K02134,U00451,C0025,2025-01-06 21:49:00,5,Sí,Contenido
K02135,U00451,C0205,2025-10-06 08:43:14,4,Sí,Actuación
K02136,U00451,C0113,2025-04-18 13:31:20,3,No,Experiencia general
K02137,U00024,C0179,2025-07-04 18:23:10,3,No,Contenido
K02138,U00024,C0205,2025-08-10 16:57:07,4,Sí,Experiencia general
K02139,U00036,C0014,2025-01-06 15:13:30,3,No,Historia
K02140,U00493,C0058,2025-02-06 15:27:29,4,Sí,Actuación
K02141,U01284,C0405,2025-10-12 19:31:17,4,Sí,Historia
K02142,U01284,C0174,2025-03-07 21:52:12,4,Sí,Historia
K02143,U01284,C0158,2025-05-19 20:57:24,4,Sí,Experiencia general
K02144,U01284,C0082,2025-07-17 13:42:33,4,Sí,Contenido
K02145,U01373,C0085,2025-06-29 21:18:36,4,Sí,Experiencia general
K02146,U01373,C0299,2025-05-06 19:37:26,4,Sí,Actuación
K02147,U01373,C0420,2025-03-16 17:57:12,4,Sí,Experiencia general
K02148,U00963,C0064,2025-12-04 18:44:43,5,Sí,Calidad técnica
K02149,U00963,C0272,2025-02-24 15:18:30,4,Sí,Contenido
K02150,U00963,C0214,2025-10-04 00:25:36,4,Sí,Historia
K02151,U00963,C0001,2025-02-22 05:26:21,4,Sí,Historia
K02152,U00286,C0304,2025-11-16 21:24:13,4,Sí,Historia
K02153,U00549,C0329,2025-04-30 16:34:58,4,Sí,Experiencia general
K02154,U00549,C0062,2025-09-10 18:46:01,4,Sí,Actuación
K02155,U00041,C0333,2025-02-28 15:25:21,4,Sí,Experiencia general
K02156,U00041,C0374,2025-10-21 12:07:52,4,Sí,Actuación
K02157,U00041,C0394,2025-03-28 10:12:06,3,No,Historia
K02158,U01147,C0204,2025-12-24 10:54:25,4,Sí,Actuación
K02159,U00629,C0017,2025-05-13 15:02:04,4,Sí,Actuación
K02160,U00629,C0242,2025-09-08 15:14:41,4,Sí,Historia
K02161,U01170,C0305,2025-10-04 20:02:44,3,No,Historia
K02162,U01170,C0249,2025-08-11 02:04:46,4,Sí,Experiencia general
K02163,U01170,C0246,2025-06-19 14:36:26,4,Sí,Historia
K02164,U01170,C0397,2025-02-12 18:47:01,5,Sí,Historia
K02165,U00089,C0327,2025-05-25 20:28:57,4,Sí,Contenido
K02166,U00089,C0339,2025-10-15 09:23:06,4,Sí,Historia
K02167,U00089,C0374,2025-11-29 18:40:10,4,Sí,Historia
K02168,U00089,C0268,2025-11-14 02:40:06,4,Sí,Historia
K02169,U00089,C0337,2025-09-14 20:34:56,4,Sí,Contenido
K02170,U00039,C0196,2025-02-26 23:01:55,4,Sí,Historia
K02171,U00039,C0235,2025-07-08 13:19:41,4,Sí,Calidad técnica
K02172,U00039,C0161,2025-01-28 12:07:38,5,Sí,Calidad técnica
K02173,U00039,C0095,2025-02-10 21:22:44,5,Sí,Experiencia general
K02174,U01225,C0125,2025-10-19 11:30:50,4,Sí,Contenido
K02175,U00091,C0293,2025-01-15 22:30:12,4,Sí,Contenido
K02176,U00091,C0312,2025-12-31 23:59:59,4,Sí,Contenido
K02177,U01365,C0366,2025-12-26 19:12:05,5,Sí,Experiencia general
K02178,U00656,C0009,2025-07-10 13:40:09,4,Sí,Experiencia general
K02179,U00656,C0196,2025-05-10 14:13:47,5,Sí,Contenido
K02180,U00656,C0074,2025-02-11 11:42:16,4,Sí,Historia
K02181,U00656,C0195,2025-12-01 19:23:13,5,Sí,Historia
K02182,U00656,C0092,2025-05-30 19:19:04,4,Sí,Contenido
K02183,U01285,C0295,2025-06-15 22:54:09,3,No,Contenido
K02184,U01285,C0208,2025-12-03 21:41:39,5,Sí,Actuación
K02185,U01285,C0344,2025-12-30 00:27:59,4,Sí,Actuación
K02186,U00090,C0143,2025-04-03 13:06:17,4,Sí,Historia
K02187,U01263,C0078,2025-02-16 19:12:13,3,No,Actuación
K02188,U01263,C0203,2025-05-26 18:29:00,4,Sí,Historia
K02189,U01263,C0280,2025-10-10 21:11:37,5,Sí,Contenido
K02190,U01263,C0291,2025-04-07 14:35:53,4,Sí,Contenido
K02191,U00171,C0030,2025-05-18 20:53:09,4,Sí,Historia
K02192,U00171,C0307,2025-05-09 11:49:15,3,No,Contenido
K02193,U00171,C0091,2025-10-18 18:45:10,4,Sí,Calidad técnica
K02194,U00171,C0407,2025-05-09 15:30:31,5,Sí,Historia
K02195,U00171,C0109,2025-10-08 17:08:01,4,Sí,Actuación
K02196,U00193,C0149,2025-06-06 20:34:29,4,Sí,Experiencia general
K02197,U00564,C0048,2025-06-02 11:41:10,3,No,Historia
K02198,U00564,C0338,2025-08-08 17:54:01,4,Sí,Actuación
K02199,U00564,C0325,2025-05-18 02:00:05,4,Sí,Contenido
K02200,U00815,C0079,2025-06-09 16:35:33,4,Sí,Contenido
K02201,U00815,C0330,2025-08-14 20:57:16,5,Sí,Calidad técnica
K02202,U00815,C0026,2025-03-22 14:19:10,4,Sí,Contenido
K02203,U00815,C0376,2025-12-01 19:49:23,4,Sí,Contenido
K02204,U00815,C0408,2025-01-30 19:09:53,4,Sí,Experiencia general
K02205,U00082,C0033,2025-09-30 20:06:00,4,Sí,Experiencia general
K02206,U00331,C0377,2025-09-27 04:51:41,5,Sí,Experiencia general
K02207,U00331,C0307,2025-10-14 15:29:19,4,Sí,Contenido
K02208,U00464,C0023,2025-01-30 14:53:25,3,No,Experiencia general
K02209,U00464,C0076,2025-09-05 19:45:13,5,Sí,Contenido
K02210,U00464,C0081,2025-05-05 22:23:09,4,Sí,Historia
K02211,U00464,C0247,2025-04-04 14:21:30,4,Sí,Contenido
K02212,U00482,C0166,2025-10-06 13:50:29,4,Sí,Actuación
K02213,U00482,C0349,2025-04-27 22:56:03,4,Sí,Historia
K02214,U00482,C0320,2025-01-03 19:19:29,4,Sí,Contenido
K02215,U01304,C0405,2025-10-17 15:28:38,4,Sí,Contenido
K02216,U01304,C0281,2025-11-29 20:03:35,3,No,Historia
K02217,U01304,C0410,2025-11-14 20:16:56,4,Sí,Contenido
K02218,U00141,C0029,2025-07-09 20:46:20,5,Sí,Historia
K02219,U00483,C0085,2025-07-30 16:24:09,4,Sí,Historia
K02220,U00483,C0320,2025-03-24 19:02:50,4,Sí,Contenido
K02221,U00483,C0301,2025-03-03 21:38:30,4,Sí,Contenido
K02222,U00428,C0156,2025-01-31 07:50:15,4,Sí,Contenido
K02223,U00428,C0245,2025-06-28 10:01:09,4,Sí,Contenido
K02224,U00428,C0089,2025-04-12 22:12:33,4,Sí,Actuación
K02225,U00428,C0035,2025-05-22 22:52:52,4,Sí,Historia
K02226,U00503,C0296,2025-01-24 20:11:28,4,Sí,Historia
K02227,U01071,C0115,2025-08-18 20:18:43,4,Sí,Experiencia general
K02228,U01071,C0369,2025-11-10 02:22:48,4,Sí,Experiencia general
K02229,U01071,C0405,2025-08-03 16:13:47,4,Sí,Contenido
K02230,U01071,C0184,2025-11-01 21:20:08,4,Sí,Contenido
K02231,U01071,C0237,2025-11-25 02:50:49,4,Sí,Experiencia general
K02232,U00395,C0027,2025-01-25 22:54:04,3,No,Experiencia general
K02233,U00395,C0258,2025-02-14 20:18:57,4,Sí,Contenido
K02234,U00395,C0199,2025-03-07 16:05:15,5,Sí,Experiencia general
K02235,U00395,C0128,2025-01-09 17:57:45,4,Sí,Contenido
K02236,U00786,C0208,2025-12-11 14:04:22,4,Sí,Actuación
K02237,U00786,C0079,2025-11-02 23:54:21,4,Sí,Calidad técnica
K02238,U00786,C0176,2025-08-23 21:19:10,4,Sí,Contenido
K02239,U00786,C0010,2025-09-21 01:01:53,4,Sí,Calidad técnica
K02240,U01400,C0316,2025-08-27 07:40:38,4,Sí,Historia
K02241,U01400,C0419,2025-12-19 21:22:37,4,Sí,Historia
K02242,U01444,C0354,2025-09-21 13:34:32,3,No,Calidad técnica
K02243,U01444,C0034,2025-01-25 21:59:12,4,Sí,Historia
K02244,U01360,C0377,2025-01-28 07:50:33,4,Sí,Historia
K02245,U00032,C0311,2025-11-20 23:21:38,3,No,Contenido
K02246,U00332,C0056,2025-03-27 17:54:11,3,No,Contenido
K02247,U00332,C0224,2025-06-17 13:05:57,4,Sí,Calidad técnica
K02248,U00332,C0390,2025-09-04 23:16:48,4,Sí,Experiencia general
K02249,U00602,C0148,2025-09-23 20:20:47,5,Sí,Historia
K02250,U00602,C0020,2025-09-29 23:48:07,5,Sí,Historia
K02251,U00602,C0211,2025-10-25 21:46:50,4,Sí,Contenido
K02252,U00602,C0139,2025-10-29 15:18:38,4,Sí,Historia
K02253,U00055,C0032,2025-11-27 20:17:10,3,No,Experiencia general
K02254,U00055,C0071,2025-11-14 18:10:34,4,Sí,Historia
K02255,U00308,C0016,2025-08-25 21:31:57,4,Sí,Contenido
K02256,U00308,C0225,2025-02-15 16:28:08,4,Sí,Calidad técnica
K02257,U00778,C0299,2025-12-01 18:06:55,4,Sí,Historia
K02258,U00778,C0259,2025-10-04 09:12:34,4,Sí,Experiencia general
K02259,U00778,C0093,2025-11-13 18:29:11,3,No,Historia
K02260,U00778,C0380,2025-09-07 15:11:09,4,Sí,Experiencia general
K02261,U00317,C0043,2025-12-14 16:40:00,4,Sí,Historia
K02262,U01218,C0269,2025-05-27 18:48:23,3,No,Contenido
K02263,U01218,C0101,2025-02-03 16:13:44,4,Sí,Experiencia general
K02264,U01218,C0340,2025-05-22 21:51:39,4,Sí,Historia
K02265,U00622,C0010,2025-07-23 20:13:34,4,Sí,Calidad técnica
K02266,U00622,C0349,2025-07-19 12:55:34,4,Sí,Contenido
K02267,U00221,C0121,2025-05-06 11:22:20,5,Sí,Calidad técnica
K02268,U00221,C0090,2025-01-25 12:45:14,5,Sí,Experiencia general
K02269,U00221,C0341,2025-07-03 20:39:24,4,Sí,Historia
K02270,U00992,C0207,2025-04-27 21:50:38,5,Sí,Contenido
K02271,U00992,C0097,2025-05-26 22:24:15,4,Sí,Historia
K02272,U00992,C0236,2025-03-20 20:08:29,4,Sí,Experiencia general
K02273,U00011,C0174,2025-01-23 09:53:10,4,Sí,Contenido
K02274,U00179,C0348,2025-12-22 19:18:07,4,Sí,Calidad técnica
K02275,U01209,C0017,2025-12-13 21:34:49,4,Sí,Experiencia general
K02276,U01209,C0046,2025-11-04 16:45:03,4,Sí,Historia
K02277,U01209,C0029,2025-10-23 19:57:06,4,Sí,Contenido
K02278,U01209,C0217,2025-12-31 08:46:55,3,No,Experiencia general
K02279,U01209,C0093,2025-11-06 17:40:48,3,No,Historia
K02280,U01406,C0049,2025-07-29 20:02:48,4,Sí,Calidad técnica
K02281,U00822,C0116,2025-07-14 15:46:32,5,Sí,Experiencia general
K02282,U00361,C0099,2025-07-24 17:34:19,3,No,Experiencia general
K02283,U00361,C0065,2025-11-17 10:29:17,4,Sí,Contenido
K02284,U00355,C0304,2025-09-29 17:01:35,4,Sí,Actuación
K02285,U00355,C0011,2025-09-27 07:00:03,4,Sí,Historia
K02286,U01166,C0142,2025-03-16 22:21:10,4,Sí,Historia
K02287,U00936,C0292,2025-01-22 08:53:07,4,Sí,Actuación
K02288,U01452,C0239,2025-01-17 20:37:38,4,Sí,Contenido
K02289,U00863,C0332,2025-01-14 06:51:10,3,No,Contenido
K02290,U00863,C0331,2025-02-05 18:53:43,3,No,Contenido
K02291,U00863,C0062,2025-02-07 08:28:22,4,Sí,Experiencia general
K02292,U00863,C0343,2025-01-24 12:45:34,4,Sí,Contenido
K02293,U00769,C0312,2025-04-18 23:10:46,4,Sí,Actuación
K02294,U00678,C0235,2025-01-15 18:33:37,4,Sí,Contenido
K02295,U01145,C0182,2025-01-19 15:52:15,4,Sí,Historia
K02296,U01145,C0281,2025-06-05 23:51:22,4,Sí,Contenido
K02297,U01145,C0300,2025-12-26 19:49:41,4,Sí,Historia
K02298,U01145,C0111,2025-06-25 21:29:45,4,Sí,Experiencia general
K02299,U00568,C0050,2025-01-05 18:55:03,4,Sí,Historia
K02300,U00022,C0413,2025-09-06 18:21:23,4,Sí,Contenido
K02301,U00779,C0173,2025-12-01 22:02:12,4,Sí,Contenido
K02302,U00779,C0308,2025-12-07 23:05:13,4,Sí,Calidad técnica
K02303,U00779,C0023,2025-12-15 08:30:33,4,Sí,Contenido
